sequence_id,order_id,order_type,item_id,item_quantity,order_arrival,assigned_station,assigned_pod,status
22894,6934,1,13,8,244560,,,-3
22895,6935,1,23,10,244560,,,-3
22896,6936,1,3,2,244620,,,-3
22897,6936,1,12,5,244620,,,-3
22898,6937,1,46,5,244620,,,-3
22899,6937,1,35,1,244620,,,-3
22900,6937,1,1,8,244620,,,-3
22901,6937,1,19,6,244620,,,-3
22902,6937,1,5,2,244620,,,-3
22903,6938,1,82,4,244740,,,-3
22904,6938,1,79,3,244740,,,-3
22905,6938,1,1,5,244740,,,-3
22906,6938,1,35,2,244740,,,-3
22907,6939,1,11,10,244800,,,-3
22908,6940,1,133,4,244800,,,-3
22909,6941,1,96,7,244860,,,-3
22910,6942,1,5,7,244860,,,-3
22911,6942,1,69,2,244860,,,-3
22912,6942,1,49,4,244860,,,-3
22913,6942,1,41,9,244860,,,-3
22914,6942,1,3,5,244860,,,-3
22915,6942,1,9,6,244860,,,-3
22916,6942,1,211,8,244860,,,-3
22917,6942,1,2,12,244860,,,-3
22918,6942,1,75,8,244860,,,-3
22919,6942,1,156,10,244860,,,-3
22920,6942,1,19,10,244860,,,-3
22921,6942,1,17,12,244860,,,-3
22922,6942,1,133,4,244860,,,-3
22923,6942,1,46,4,244860,,,-3
22924,6942,1,34,6,244860,,,-3
22925,6942,1,25,6,244860,,,-3
22926,6942,1,170,2,244860,,,-3
22927,6942,1,114,7,244860,,,-3
22928,6942,1,0,7,244860,,,-3
22929,6942,1,40,2,244860,,,-3
22930,6942,1,1,10,244860,,,-3
22931,6942,1,10,6,244860,,,-3
22932,6942,1,92,2,244860,,,-3
22933,6942,1,20,7,244860,,,-3
22934,6943,1,94,6,244920,,,-3
22935,6943,1,25,6,244920,,,-3
22936,6943,1,24,8,244920,,,-3
22937,6943,1,165,6,244920,,,-3
22938,6944,1,29,4,244920,,,-3
22939,6944,1,114,10,244920,,,-3
22940,6945,1,23,8,245040,,,-3
22941,6946,1,16,8,245040,,,-3
22942,6946,1,12,11,245040,,,-3
22943,6946,1,125,5,245040,,,-3
22944,6946,1,13,12,245040,,,-3
22945,6946,1,34,1,245040,,,-3
22946,6947,1,36,11,245100,,,-3
22947,6948,1,369,5,245100,,,-3
22948,6948,1,28,8,245100,,,-3
22949,6948,1,15,10,245100,,,-3
22950,6948,1,7,9,245100,,,-3
22951,6948,1,219,10,245100,,,-3
22952,6948,1,266,5,245100,,,-3
22953,6948,1,24,6,245100,,,-3
22954,6948,1,26,10,245100,,,-3
22955,6949,1,15,6,245160,,,-3
22956,6949,1,7,8,245160,,,-3
22957,6949,1,149,3,245160,,,-3
22958,6950,1,219,8,245160,,,-3
22959,6950,1,186,10,245160,,,-3
22960,6951,1,174,8,245160,,,-3
22961,6951,1,3,4,245160,,,-3
22962,6951,1,32,6,245160,,,-3
22963,6951,1,4,8,245160,,,-3
22964,6951,1,147,10,245160,,,-3
22965,6951,1,243,7,245160,,,-3
22966,6951,1,161,9,245160,,,-3
22967,6952,1,263,8,245220,,,-3
22968,6952,1,96,5,245220,,,-3
22969,6952,1,37,6,245220,,,-3
22970,6952,1,0,8,245220,,,-3
22971,6952,1,126,12,245220,,,-3
22972,6953,1,35,10,245280,,,-3
22973,6953,1,18,5,245280,,,-3
22974,6953,1,34,5,245280,,,-3
22975,6953,1,167,6,245280,,,-3
22976,6954,1,89,7,245340,,,-3
22977,6955,1,119,10,245340,,,-3
22978,6955,1,68,8,245340,,,-3
22979,6955,1,43,9,245340,,,-3
22980,6956,1,66,8,245400,,,-3
22981,6957,1,436,6,245400,,,-3
22982,6957,1,462,8,245400,,,-3
22983,6957,1,127,8,245400,,,-3
22984,6957,1,81,7,245400,,,-3
22985,6957,1,1,8,245400,,,-3
22986,6957,1,76,1,245400,,,-3
22987,6957,1,2,7,245400,,,-3
22988,6957,1,24,4,245400,,,-3
22989,6958,1,163,10,245520,,,-3
22990,6959,1,105,12,245520,,,-3
22991,6959,1,39,8,245520,,,-3
22992,6959,1,191,7,245520,,,-3
22993,6959,1,7,10,245520,,,-3
22994,6960,1,92,2,245580,,,-3
22995,6960,1,192,5,245580,,,-3
22996,6960,1,36,6,245580,,,-3
22997,6960,1,114,9,245580,,,-3
22998,6960,1,103,7,245580,,,-3
22999,6960,1,366,4,245580,,,-3
23000,6961,1,188,5,245580,,,-3
23001,6961,1,23,1,245580,,,-3
23002,6961,1,40,9,245580,,,-3
23003,6961,1,2,1,245580,,,-3
23004,6961,1,163,4,245580,,,-3
23005,6961,1,15,4,245580,,,-3
23006,6961,1,149,12,245580,,,-3
23007,6962,1,82,11,245640,,,-3
23008,6963,1,35,6,245700,,,-3
23009,6963,1,252,3,245700,,,-3
23010,6963,1,21,4,245700,,,-3
23011,6963,1,94,6,245700,,,-3
23012,6963,1,11,4,245700,,,-3
23013,6964,1,8,5,245760,,,-3
23014,6964,1,83,1,245760,,,-3
23015,6964,1,123,9,245760,,,-3
23016,6964,1,3,12,245760,,,-3
23017,6964,1,7,8,245760,,,-3
23018,6964,1,291,9,245760,,,-3
23019,6964,1,370,11,245760,,,-3
23020,6965,1,9,8,245820,,,-3
23021,6965,1,43,6,245820,,,-3
23022,6965,1,13,10,245820,,,-3
23023,6966,1,14,6,245820,,,-3
23024,6966,1,13,8,245820,,,-3
23025,6966,1,12,8,245820,,,-3
23026,6966,1,109,9,245820,,,-3
23027,6966,1,20,1,245820,,,-3
23028,6966,1,81,6,245820,,,-3
23029,6966,1,407,2,245820,,,-3
23030,6966,1,9,12,245820,,,-3
23031,6966,1,31,8,245820,,,-3
23032,6966,1,87,12,245820,,,-3
23033,6966,1,319,10,245820,,,-3
23034,6966,1,91,4,245820,,,-3
23035,6966,1,0,6,245820,,,-3
23036,6966,1,7,10,245820,,,-3
23037,6966,1,38,4,245820,,,-3
23038,6966,1,90,8,245820,,,-3
23039,6966,1,49,10,245820,,,-3
23040,6967,1,130,4,245820,,,-3
23041,6967,1,22,6,245820,,,-3
23042,6968,1,373,8,245880,,,-3
23043,6968,1,115,6,245880,,,-3
23044,6968,1,39,8,245880,,,-3
23045,6969,1,205,6,245880,,,-3
23046,6970,1,2,5,245940,,,-3
23047,6970,1,6,8,245940,,,-3
23048,6971,1,2,3,245940,,,-3
23049,6972,1,33,3,245940,,,-3
23050,6972,1,30,10,245940,,,-3
23051,6972,1,102,2,245940,,,-3
23052,6972,1,52,6,245940,,,-3
23053,6972,1,2,8,245940,,,-3
23054,6972,1,155,4,245940,,,-3
23055,6973,1,1,8,246000,,,-3
23056,6973,1,29,12,246000,,,-3
23057,6974,1,13,8,246000,,,-3
23058,6975,1,5,5,246000,,,-3
23059,6976,1,5,7,246060,,,-3
23060,6976,1,34,1,246060,,,-3
23061,6976,1,10,9,246060,,,-3
23062,6976,1,474,7,246060,,,-3
23063,6976,1,1,6,246060,,,-3
23064,6976,1,13,6,246060,,,-3
23065,6976,1,82,7,246060,,,-3
23066,6977,1,172,2,246120,,,-3
23067,6978,1,94,6,246120,,,-3
23068,6979,1,33,4,246120,,,-3
23069,6979,1,24,11,246120,,,-3
23070,6979,1,4,7,246120,,,-3
23071,6979,1,127,6,246120,,,-3
23072,6980,1,1,4,246180,,,-3
23073,6980,1,20,12,246180,,,-3
23074,6980,1,96,3,246180,,,-3
23075,6981,1,1,8,246180,,,-3
23076,6982,1,32,5,246180,,,-3
23077,6982,1,432,8,246180,,,-3
23078,6982,1,53,6,246180,,,-3
23079,6982,1,17,6,246180,,,-3
23080,6982,1,70,10,246180,,,-3
23081,6982,1,0,12,246180,,,-3
23082,6983,1,3,9,246180,,,-3
23083,6984,1,46,3,246240,,,-3
23084,6984,1,7,5,246240,,,-3
23085,6984,1,189,4,246240,,,-3
23086,6985,1,4,4,246360,,,-3
23087,6985,1,33,6,246360,,,-3
23088,6985,1,186,5,246360,,,-3
23089,6985,1,71,4,246360,,,-3
23090,6985,1,1,5,246360,,,-3
23091,6985,1,47,5,246360,,,-3
23092,6985,1,28,4,246360,,,-3
23093,6986,1,17,2,246360,,,-3
23094,6986,1,64,2,246360,,,-3
23095,6986,1,29,5,246360,,,-3
23096,6986,1,47,4,246360,,,-3
23097,6987,1,71,4,246360,,,-3
23098,6987,1,47,4,246360,,,-3
23099,6988,1,175,11,246360,,,-3
23100,6989,1,13,10,246420,,,-3
23101,6989,1,12,9,246420,,,-3
23102,6989,1,118,4,246420,,,-3
23103,6990,1,29,12,246480,,,-3
23104,6990,1,120,6,246480,,,-3
23105,6991,1,4,4,246540,,,-3
23106,6992,1,362,4,246540,,,-3
23107,6992,1,35,5,246540,,,-3
23108,6992,1,0,2,246540,,,-3
23109,6992,1,13,10,246540,,,-3
23110,6993,1,2,8,246540,,,-3
23111,6994,1,184,3,246540,,,-3
23112,6994,1,14,10,246540,,,-3
23113,6995,1,9,3,246600,,,-3
23114,6995,1,147,10,246600,,,-3
23115,6995,1,389,6,246600,,,-3
23116,6995,1,221,2,246600,,,-3
23117,6995,1,0,7,246600,,,-3
23118,6995,1,107,3,246600,,,-3
23119,6995,1,137,4,246600,,,-3
23120,6995,1,32,6,246600,,,-3
23121,6996,1,152,1,246600,,,-3
23122,6997,1,128,7,246720,,,-3
23123,6998,1,34,6,246780,,,-3
23124,6998,1,29,10,246780,,,-3
23125,6999,1,33,7,246840,,,-3
23126,6999,1,443,8,246840,,,-3
23127,6999,1,30,7,246840,,,-3
23128,6999,1,27,6,246840,,,-3
23129,6999,1,5,10,246840,,,-3
23130,6999,1,198,6,246840,,,-3
23131,6999,1,73,4,246840,,,-3
23132,6999,1,77,10,246840,,,-3
23133,6999,1,18,5,246840,,,-3
23134,7000,1,21,4,246900,,,-3
23135,7000,1,3,7,246900,,,-3
23136,7001,1,1,4,246900,,,-3
23137,7002,1,85,8,246900,,,-3
23138,7002,1,90,6,246900,,,-3
23139,7003,1,106,12,246900,,,-3
23140,7003,1,14,6,246900,,,-3
23141,7004,1,141,6,246900,,,-3
23142,7004,1,40,6,246900,,,-3
23143,7004,1,16,10,246900,,,-3
23144,7004,1,126,2,246900,,,-3
23145,7005,1,424,6,247020,,,-3
23146,7005,1,138,11,247020,,,-3
23147,7006,1,130,5,247020,,,-3
23148,7007,1,149,3,247020,,,-3
23149,7007,1,47,2,247020,,,-3
23150,7008,1,145,1,247020,,,-3
23151,7008,1,122,3,247020,,,-3
23152,7008,1,0,10,247020,,,-3
23153,7008,1,73,2,247020,,,-3
23154,7008,1,17,6,247020,,,-3
23155,7009,1,125,4,247080,,,-3
23156,7009,1,21,10,247080,,,-3
23157,7010,1,97,7,247080,,,-3
23158,7010,1,11,2,247080,,,-3
23159,7010,1,20,11,247080,,,-3
23160,7011,1,26,12,247080,,,-3
23161,7012,1,84,11,247080,,,-3
23162,7013,1,0,8,247080,,,-3
23163,7013,1,21,4,247080,,,-3
23164,7013,1,43,6,247080,,,-3
23165,7014,1,3,8,247080,,,-3
23166,7014,1,109,10,247080,,,-3
23167,7014,1,1,4,247080,,,-3
23168,7014,1,48,12,247080,,,-3
23169,7014,1,162,7,247080,,,-3
23170,7014,1,104,10,247080,,,-3
23171,7014,1,363,10,247080,,,-3
23172,7014,1,145,9,247080,,,-3
23173,7015,1,103,8,247080,,,-3
23174,7015,1,9,6,247080,,,-3
23175,7015,1,13,7,247080,,,-3
23176,7015,1,53,6,247080,,,-3
23177,7015,1,8,4,247080,,,-3
23178,7015,1,82,4,247080,,,-3
23179,7015,1,22,8,247080,,,-3
23180,7015,1,43,9,247080,,,-3
23181,7015,1,62,5,247080,,,-3
23182,7015,1,96,10,247080,,,-3
23183,7015,1,5,8,247080,,,-3
23184,7016,1,192,3,247140,,,-3
23185,7016,1,110,4,247140,,,-3
23186,7016,1,4,2,247140,,,-3
23187,7017,1,118,11,247140,,,-3
23188,7018,1,81,3,247200,,,-3
23189,7019,1,30,4,247260,,,-3
23190,7019,1,251,4,247260,,,-3
23191,7019,1,33,9,247260,,,-3
23192,7019,1,29,5,247260,,,-3
23193,7020,1,97,5,247260,,,-3
23194,7020,1,2,1,247260,,,-3
23195,7021,1,18,4,247260,,,-3
23196,7022,1,19,12,247320,,,-3
23197,7022,1,22,2,247320,,,-3
23198,7022,1,24,4,247320,,,-3
23199,7023,1,15,12,247320,,,-3
23200,7023,1,217,10,247320,,,-3
23201,7023,1,122,8,247320,,,-3
23202,7023,1,11,8,247320,,,-3
23203,7023,1,0,6,247320,,,-3
23204,7023,1,132,5,247320,,,-3
23205,7024,1,21,4,247320,,,-3
23206,7025,1,152,2,247380,,,-3
23207,7025,1,16,4,247380,,,-3
23208,7025,1,5,10,247380,,,-3
23209,7025,1,31,4,247380,,,-3
23210,7025,1,163,8,247380,,,-3
23211,7025,1,7,3,247380,,,-3
23212,7025,1,18,8,247380,,,-3
23213,7025,1,162,10,247380,,,-3
23214,7026,1,61,6,247380,,,-3
23215,7027,1,34,4,247380,,,-3
23216,7028,1,74,5,247440,,,-3
23217,7029,1,79,10,247620,,,-3
23218,7029,1,7,2,247620,,,-3
23219,7030,1,26,8,247680,,,-3
23220,7031,1,191,8,247680,,,-3
23221,7031,1,48,5,247680,,,-3
23222,7031,1,90,7,247680,,,-3
23223,7031,1,0,8,247680,,,-3
23224,7031,1,196,2,247680,,,-3
23225,7031,1,6,8,247680,,,-3
23226,7031,1,29,8,247680,,,-3
23227,7031,1,200,5,247680,,,-3
23228,7031,1,70,2,247680,,,-3
23229,7031,1,45,11,247680,,,-3
23230,7031,1,114,6,247680,,,-3
23231,7031,1,79,3,247680,,,-3
23232,7032,1,13,6,247740,,,-3
23233,7033,1,99,10,247740,,,-3
23234,7033,1,119,7,247740,,,-3
23235,7033,1,8,2,247740,,,-3
23236,7034,1,11,5,247740,,,-3
23237,7034,1,36,10,247740,,,-3
23238,7034,1,46,7,247740,,,-3
23239,7034,1,457,8,247740,,,-3
23240,7035,1,41,4,247800,,,-3
23241,7035,1,39,8,247800,,,-3
23242,7035,1,206,2,247800,,,-3
23243,7035,1,185,9,247800,,,-3
23244,7035,1,34,4,247800,,,-3
23245,7035,1,365,10,247800,,,-3
23246,7036,1,164,10,247800,,,-3
23247,7037,1,0,6,247800,,,-3
23248,7037,1,9,4,247800,,,-3
23249,7037,1,117,5,247800,,,-3
23250,7037,1,53,1,247800,,,-3
23251,7038,1,27,7,247860,,,-3
23252,7038,1,4,3,247860,,,-3
23253,7039,1,10,10,247860,,,-3
23254,7039,1,218,12,247860,,,-3
23255,7039,1,11,8,247860,,,-3
23256,7039,1,73,6,247860,,,-3
23257,7040,1,35,9,247920,,,-3
23258,7040,1,21,5,247920,,,-3
23259,7041,1,20,10,247920,,,-3
23260,7042,1,234,8,247980,,,-3
23261,7043,1,21,6,247980,,,-3
23262,7043,1,41,8,247980,,,-3
23263,7044,1,23,7,247980,,,-3
23264,7044,1,168,7,247980,,,-3
23265,7044,1,8,3,247980,,,-3
23266,7045,1,122,5,247980,,,-3
23267,7045,1,27,8,247980,,,-3
23268,7046,1,13,8,247980,,,-3
23269,7046,1,128,4,247980,,,-3
23270,7046,1,67,11,247980,,,-3
23271,7046,1,11,4,247980,,,-3
23272,7046,1,168,3,247980,,,-3
23273,7047,1,25,6,247980,,,-3
23274,7047,1,51,7,247980,,,-3
23275,7048,1,168,1,247980,,,-3
23276,7049,1,35,8,248100,,,-3
23277,7049,1,8,2,248100,,,-3
23278,7050,1,154,8,248100,,,-3
23279,7050,1,10,3,248100,,,-3
23280,7050,1,73,9,248100,,,-3
23281,7050,1,1,11,248100,,,-3
23282,7051,1,372,6,248220,,,-3
23283,7051,1,1,4,248220,,,-3
23284,7051,1,55,6,248220,,,-3
23285,7052,1,56,2,248340,,,-3
23286,7052,1,63,11,248340,,,-3
23287,7052,1,40,8,248340,,,-3
23288,7053,1,83,8,248400,,,-3
23289,7053,1,66,4,248400,,,-3
23290,7053,1,51,4,248400,,,-3
23291,7053,1,7,12,248400,,,-3
23292,7053,1,31,6,248400,,,-3
23293,7054,1,79,10,248400,,,-3
23294,7055,1,32,3,248460,,,-3
23295,7055,1,27,8,248460,,,-3
23296,7056,1,34,12,248520,,,-3
23297,7056,1,36,8,248520,,,-3
23298,7056,1,8,8,248520,,,-3
23299,7057,1,45,8,248520,,,-3
23300,7058,1,5,7,248640,,,-3
23301,7058,1,47,9,248640,,,-3
23302,7058,1,7,2,248640,,,-3
23303,7059,1,211,7,248640,,,-3
23304,7059,1,6,8,248640,,,-3
23305,7059,1,23,4,248640,,,-3
23306,7059,1,45,10,248640,,,-3
23307,7059,1,32,8,248640,,,-3
23308,7060,1,15,9,248640,,,-3
23309,7060,1,43,10,248640,,,-3
23310,7060,1,7,6,248640,,,-3
23311,7060,1,19,10,248640,,,-3
23312,7060,1,89,4,248640,,,-3
23313,7060,1,14,8,248640,,,-3
23314,7060,1,41,6,248640,,,-3
23315,7060,1,10,6,248640,,,-3
23316,7061,1,169,10,248640,,,-3
23317,7061,1,137,6,248640,,,-3
23318,7061,1,156,6,248640,,,-3
23319,7062,1,21,10,248760,,,-3
23320,7062,1,4,3,248760,,,-3
23321,7062,1,6,4,248760,,,-3
23322,7062,1,65,11,248760,,,-3
23323,7062,1,100,6,248760,,,-3
23324,7062,1,25,7,248760,,,-3
23325,7062,1,312,5,248760,,,-3
23326,7062,1,49,9,248760,,,-3
23327,7063,1,20,5,248880,,,-3
23328,7064,1,38,8,248940,,,-3
23329,7064,1,17,8,248940,,,-3
23330,7064,1,7,8,248940,,,-3
23331,7065,1,4,3,248940,,,-3
23332,7066,1,3,5,249000,,,-3
23333,7067,1,89,5,249000,,,-3
23334,7067,1,2,7,249000,,,-3
23335,7068,1,11,4,249060,,,-3
23336,7068,1,152,6,249060,,,-3
23337,7068,1,177,6,249060,,,-3
23338,7069,1,43,6,249060,,,-3
23339,7070,1,22,6,249060,,,-3
23340,7070,1,68,8,249060,,,-3
23341,7070,1,28,8,249060,,,-3
23342,7070,1,21,9,249060,,,-3
23343,7071,1,170,9,249120,,,-3
23344,7071,1,156,2,249120,,,-3
23345,7071,1,14,9,249120,,,-3
23346,7072,1,45,9,249120,,,-3
23347,7073,1,39,6,249120,,,-3
23348,7073,1,8,7,249120,,,-3
23349,7074,1,90,4,249180,,,-3
23350,7075,1,41,7,249240,,,-3
23351,7075,1,383,8,249240,,,-3
23352,7075,1,191,4,249240,,,-3
23353,7075,1,29,9,249240,,,-3
23354,7075,1,27,4,249240,,,-3
23355,7076,1,45,3,249300,,,-3
23356,7076,1,3,2,249300,,,-3
23357,7076,1,107,6,249300,,,-3
23358,7077,1,43,10,249300,,,-3
23359,7077,1,38,7,249300,,,-3
23360,7077,1,24,8,249300,,,-3
23361,7078,1,23,8,249300,,,-3
23362,7078,1,109,10,249300,,,-3
23363,7078,1,215,5,249300,,,-3
23364,7078,1,29,6,249300,,,-3
23365,7078,1,110,10,249300,,,-3
23366,7078,1,98,8,249300,,,-3
23367,7079,1,224,11,249420,,,-3
23368,7079,1,141,4,249420,,,-3
23369,7080,1,117,5,249420,,,-3
23370,7080,1,4,9,249420,,,-3
23371,7080,1,12,8,249420,,,-3
23372,7080,1,198,7,249420,,,-3
23373,7080,1,311,1,249420,,,-3
23374,7080,1,333,10,249420,,,-3
23375,7081,1,1,7,249480,,,-3
23376,7082,1,134,2,249540,,,-3
23377,7082,1,14,4,249540,,,-3
23378,7083,1,46,6,249540,,,-3
23379,7083,1,36,8,249540,,,-3
23380,7083,1,2,7,249540,,,-3
23381,7083,1,15,3,249540,,,-3
23382,7084,1,182,2,249540,,,-3
23383,7084,1,19,10,249540,,,-3
23384,7084,1,91,5,249540,,,-3
23385,7084,1,18,6,249540,,,-3
23386,7084,1,4,6,249540,,,-3
23387,7084,1,10,8,249540,,,-3
23388,7084,1,238,10,249540,,,-3
23389,7084,1,37,10,249540,,,-3
23390,7084,1,73,6,249540,,,-3
23391,7084,1,30,6,249540,,,-3
23392,7084,1,107,11,249540,,,-3
23393,7085,1,160,12,249540,,,-3
23394,7085,1,16,8,249540,,,-3
23395,7086,1,15,9,249600,,,-3
23396,7086,1,83,6,249600,,,-3
23397,7086,1,43,7,249600,,,-3
23398,7086,1,21,11,249600,,,-3
23399,7086,1,60,9,249600,,,-3
23400,7086,1,134,1,249600,,,-3
23401,7086,1,157,11,249600,,,-3
23402,7087,1,434,5,249660,,,-3
23403,7087,1,44,5,249660,,,-3
23404,7087,1,402,10,249660,,,-3
23405,7087,1,46,9,249660,,,-3
23406,7088,1,48,2,249720,,,-3
23407,7088,1,124,9,249720,,,-3
23408,7088,1,34,6,249720,,,-3
23409,7088,1,37,12,249720,,,-3
23410,7089,1,5,10,249900,,,-3
23411,7089,1,13,4,249900,,,-3
23412,7089,1,2,8,249900,,,-3
23413,7090,1,36,8,249900,,,-3
23414,7090,1,46,6,249900,,,-3
23415,7090,1,3,8,249900,,,-3
23416,7090,1,22,6,249900,,,-3
23417,7090,1,181,8,249900,,,-3
23418,7090,1,74,5,249900,,,-3
23419,7090,1,10,6,249900,,,-3
23420,7090,1,14,8,249900,,,-3
23421,7090,1,41,4,249900,,,-3
23422,7090,1,386,4,249900,,,-3
23423,7090,1,29,8,249900,,,-3
23424,7091,1,46,5,249960,,,-3
23425,7091,1,42,5,249960,,,-3
23426,7091,1,5,5,249960,,,-3
23427,7091,1,145,6,249960,,,-3
23428,7092,1,32,2,249960,,,-3
23429,7093,1,419,12,249960,,,-3
23430,7093,1,69,6,249960,,,-3
23431,7093,1,226,6,249960,,,-3
23432,7093,1,3,5,249960,,,-3
23433,7094,1,10,5,249960,,,-3
23434,7095,1,57,4,250140,,,-3
23435,7095,1,1,5,250140,,,-3
23436,7096,1,37,8,250140,,,-3
23437,7097,1,36,3,250260,,,-3
23438,7097,1,43,8,250260,,,-3
23439,7098,1,3,8,250320,,,-3
23440,7098,1,20,6,250320,,,-3
23441,7099,1,395,12,250380,,,-3
23442,7099,1,47,8,250380,,,-3
23443,7100,1,14,5,250440,,,-3
23444,7100,1,39,8,250440,,,-3
23445,7100,1,249,6,250440,,,-3
23446,7101,1,27,4,250440,,,-3
23447,7102,1,2,7,250620,,,-3
23448,7102,1,5,10,250620,,,-3
23449,7102,1,8,5,250620,,,-3
23450,7102,1,179,7,250620,,,-3
23451,7103,1,164,8,250680,,,-3
23452,7104,1,17,6,250740,,,-3
23453,7104,1,23,11,250740,,,-3
23454,7104,1,253,8,250740,,,-3
23455,7104,1,14,11,250740,,,-3
23456,7104,1,0,5,250740,,,-3
23457,7105,1,4,10,250800,,,-3
23458,7105,1,48,3,250800,,,-3
23459,7106,1,71,2,250800,,,-3
23460,7106,1,162,6,250800,,,-3
23461,7106,1,9,10,250800,,,-3
23462,7106,1,31,9,250800,,,-3
23463,7106,1,165,4,250800,,,-3
23464,7106,1,28,10,250800,,,-3
23465,7107,1,51,9,250860,,,-3
23466,7107,1,8,2,250860,,,-3
23467,7107,1,3,2,250860,,,-3
23468,7107,1,139,2,250860,,,-3
23469,7108,1,49,4,250860,,,-3
23470,7108,1,445,7,250860,,,-3
23471,7108,1,52,12,250860,,,-3
23472,7108,1,25,8,250860,,,-3
23473,7109,1,9,11,250920,,,-3
23474,7110,1,6,4,250980,,,-3
23475,7111,1,45,5,250980,,,-3
23476,7111,1,0,6,250980,,,-3
23477,7111,1,74,3,250980,,,-3
23478,7111,1,42,8,250980,,,-3
23479,7111,1,36,11,250980,,,-3
23480,7111,1,130,7,250980,,,-3
23481,7112,1,42,10,250980,,,-3
23482,7112,1,376,10,250980,,,-3
23483,7112,1,25,4,250980,,,-3
23484,7112,1,3,5,250980,,,-3
23485,7112,1,57,10,250980,,,-3
23486,7112,1,218,10,250980,,,-3
23487,7112,1,99,8,250980,,,-3
23488,7112,1,8,2,250980,,,-3
23489,7112,1,425,6,250980,,,-3
23490,7113,1,44,10,251040,,,-3
23491,7113,1,35,8,251040,,,-3
23492,7114,1,0,6,251100,,,-3
23493,7115,1,25,6,251160,,,-3
23494,7115,1,2,7,251160,,,-3
23495,7116,1,188,4,251160,,,-3
23496,7117,1,190,4,251220,,,-3
23497,7117,1,10,11,251220,,,-3
23498,7118,1,175,10,251280,,,-3
23499,7119,1,0,9,251280,,,-3
23500,7119,1,18,7,251280,,,-3
23501,7119,1,2,11,251280,,,-3
23502,7119,1,130,4,251280,,,-3
23503,7120,1,391,4,251280,,,-3
23504,7120,1,163,9,251280,,,-3
23505,7121,1,9,2,251340,,,-3
23506,7121,1,14,8,251340,,,-3
23507,7122,1,31,10,251400,,,-3
23508,7123,1,11,9,251400,,,-3
23509,7123,1,51,9,251400,,,-3
23510,7123,1,331,9,251400,,,-3
23511,7124,1,0,11,251460,,,-3
23512,7124,1,64,6,251460,,,-3
23513,7125,1,201,4,251520,,,-3
23514,7126,1,10,8,251580,,,-3
23515,7127,1,1,11,251580,,,-3
23516,7127,1,28,3,251580,,,-3
23517,7127,1,38,4,251580,,,-3
23518,7127,1,4,10,251580,,,-3
23519,7127,1,15,6,251580,,,-3
23520,7127,1,23,11,251580,,,-3
23521,7127,1,82,9,251580,,,-3
23522,7128,1,13,11,251580,,,-3
23523,7129,1,134,12,251760,,,-3
23524,7129,1,28,8,251760,,,-3
23525,7129,1,64,6,251760,,,-3
23526,7130,1,16,8,251820,,,-3
23527,7130,1,182,9,251820,,,-3
23528,7131,1,156,2,251820,,,-3
23529,7131,1,6,6,251820,,,-3
23530,7132,1,75,7,251880,,,-3
23531,7132,1,12,6,251880,,,-3
23532,7132,1,136,1,251880,,,-3
23533,7133,1,77,12,251940,,,-3
23534,7134,1,300,8,251940,,,-3
23535,7134,1,59,10,251940,,,-3
23536,7134,1,8,3,251940,,,-3
23537,7134,1,9,8,251940,,,-3
23538,7135,1,13,6,251940,,,-3
23539,7135,1,32,11,251940,,,-3
23540,7135,1,15,2,251940,,,-3
23541,7135,1,263,7,251940,,,-3
23542,7136,1,41,9,252000,,,-3
23543,7137,1,143,8,252000,,,-3
23544,7138,1,31,6,252000,,,-3
23545,7138,1,9,8,252000,,,-3
23546,7139,1,45,7,252060,,,-3
23547,7139,1,7,6,252060,,,-3
23548,7139,1,12,4,252060,,,-3
23549,7140,1,44,7,252120,,,-3
23550,7141,1,144,4,252180,,,-3
23551,7142,1,20,7,252240,,,-3
23552,7142,1,220,3,252240,,,-3
23553,7142,1,31,11,252240,,,-3
23554,7142,1,28,6,252240,,,-3
23555,7142,1,49,8,252240,,,-3
23556,7142,1,23,12,252240,,,-3
23557,7143,1,19,3,252240,,,-3
23558,7144,1,190,7,252240,,,-3
23559,7145,1,10,5,252300,,,-3
23560,7145,1,4,3,252300,,,-3
23561,7146,1,33,8,252300,,,-3
23562,7146,1,65,12,252300,,,-3
23563,7146,1,173,8,252300,,,-3
23564,7147,1,1,5,252420,,,-3
23565,7147,1,202,4,252420,,,-3
23566,7147,1,8,2,252420,,,-3
23567,7147,1,37,10,252420,,,-3
23568,7147,1,31,8,252420,,,-3
23569,7147,1,258,8,252420,,,-3
23570,7148,1,106,2,252480,,,-3
23571,7148,1,30,2,252480,,,-3
23572,7149,1,49,8,252480,,,-3
23573,7149,1,19,11,252480,,,-3
23574,7149,1,31,2,252480,,,-3
23575,7149,1,0,4,252480,,,-3
23576,7149,1,20,4,252480,,,-3
23577,7150,1,246,10,252540,,,-3
23578,7150,1,124,5,252540,,,-3
23579,7150,1,18,4,252540,,,-3
23580,7150,1,119,8,252540,,,-3
23581,7150,1,99,9,252540,,,-3
23582,7151,1,110,2,252540,,,-3
23583,7151,1,207,6,252540,,,-3
23584,7152,1,211,8,252600,,,-3
23585,7152,1,35,10,252600,,,-3
23586,7152,1,10,2,252600,,,-3
23587,7152,1,17,5,252600,,,-3
23588,7152,1,27,6,252600,,,-3
23589,7153,1,45,8,252600,,,-3
23590,7154,1,31,6,252660,,,-3
